,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
159422,EsWmeoKHsBRYIzyHwFTy-w,Blue Pig Cafe,2028 SE Hawthorne Blvd,Portland,OR,97206,45.5121473,-122.6453971,3.0,153,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'""}","Restaurants, Cafes, American (Traditional), Breakfast & Brunch",
159458,MjPMh58rEdAQe6Jjsl_wew,Steady Hand Pour House,"1593 N Decatur Rd, Ste B",Atlanta,GA,30307,33.7880507,-84.3257518,4.5,63,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Food, Restaurants, Cafes, Coffee & Tea",
159501,Cg1BaoRG3a74E8fEKU-HEg,Waves Coffee House,1095 West Broadway,Vancouver,BC,V6H 1E2,49.2636157845,-123.128756644,3.5,18,1,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True'}","Coffee & Tea, Food, Restaurants, Cafes","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-16:0'}"
159537,Snv8sVh-6kulyIkFiaDPfQ,Citizen Baker,1089 NE Grand Ave,Portland,OR,97232,45.5306892,-122.6608139,3.5,98,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'Caters': 'True', 'Alcohol': ""'none'"", 'RestaurantsTableService': 'False'}","Cafes, Restaurants, Food, Bakeries, Desserts","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0', 'Saturday': '7:30-16:0', 'Sunday': '7:30-16:0'}"
159545,wxZPr6u2_9j_t7-yRw7vNQ,Green Tea Cafe,1899 Main St,Tewksbury,MA,01876,42.5904,-71.2056,4.0,8,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsTableService': 'True'}","Cafes, Korean, Asian Fusion, Sushi Bars, Restaurants","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '12:0-21:30'}"
159584,OxlxFuiZ936UayG6nMu1DQ,The Federal Store,2601 Quebec Street,Vancouver,BC,V5T 3A6,49.2619270669,-123.103209012,4.5,31,1,"{'Caters': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2'}","Cafes, Food, Coffee & Tea, Grocery, Bakeries, Restaurants","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}"
159590,XUF26OSP_sSm5JWI5OXoxg,Melo's Café,476 Saratoga St,Boston,MA,02128,42.380187,-71.027218,4.5,13,1,"{'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None'}","Coffee & Tea, Food, Bakeries, Cafes, Restaurants, Juice Bars & Smoothies","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '7:0-18:0'}"
159614,BmXmppx7LPtEBITArIPQRA,Bows & Arrows,4194 Fraser Street,Vancouver,BC,V5V 4E8,49.2476936,-123.0899987,3.5,48,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Food, Bars, Wine Bars, Breakfast & Brunch, Diners, Nightlife, Cafes, Restaurants, Coffee & Tea","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-22:0', 'Thursday': '7:30-22:0', 'Friday': '7:30-23:0', 'Saturday': '8:30-23:0', 'Sunday': '8:30-17:0'}"
159817,3L7p3J2RT7CDnxfNGnPZrg,Che-licious Desserts & Snacks,1120 Denman Street,Vancouver,BC,V6G 2M8,49.2880937,-123.1405374,4.5,45,0,"{'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Food, Cafes, Restaurants, Desserts, Sandwiches, Coffee & Tea, Vietnamese, Specialty Food","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}"
159819,dwLF6jEC5UB8hPa0r93Fxg,Capital One Café,425 Revolution Dr,Somerville,MA,02145,42.3919606,-71.0782509,4.5,20,1,"{'BusinessParking': ""{'garage': True, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True'}","Cafes, Banks & Credit Unions, Coffee & Tea, Restaurants, Food, Financial Services","{'Monday': '0:0-0:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-17:0'}"
159831,zxzbJZhJNWhrPjq4upwlJg,KarbonStar Vitality Vegan Cafe & Juice Bar,1542 Ralph David Abernathy Blvd,Atlanta,GA,30310,33.7432739,-84.438002,4.0,19,0,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'HasTV': 'False', 'Alcohol': ""u'none'""}","Food, Vegetarian, Cafes, Juice Bars & Smoothies, Restaurants, Vegan","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '13:0-20:0', 'Thursday': '13:0-20:0', 'Friday': '13:0-20:0', 'Saturday': '13:0-19:0', 'Sunday': '13:0-17:0'}"
159886,XVmp1LmrXKB8cXomLKbu9w,la Madeleine French Bakery & Cafe,"1201 Barbara Jordan Blvd, Bldg 11, Ste 100",Austin,TX,78723,30.306373,-97.709158,3.0,120,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'GoodForKids': 'True', 'Caters': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'none'"", 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""'average'"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","Caterers, Cafes, Bakeries, Event Planning & Services, Restaurants, Breakfast & Brunch, Food, French","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}"
159989,B_iWd3BKlUEqIz-bRKyMBA,Thrive Sauce & Bowls,4641 NE Fremont St,Portland,OR,97213,45.5483256307,-122.6151282465,4.0,99,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'None', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'HappyHour': 'True'}","Gluten-Free, Event Planning & Services, Street Vendors, Vegetarian, Caterers, Food, Cafes, Restaurants, Farmers Market, Food Trucks, American (New)","{'Tuesday': '11:0-16:30', 'Wednesday': '11:0-16:30', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
160034,Ri2m3EwrlDE7TyHhWQ5TfA,Hoyo's Kitchen,5786 Columbus Sq,Columbus,OH,43231,40.088699362,-82.948345868,4.5,76,1,"{'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True'}","Breakfast & Brunch, Restaurants, African, Vegetarian, Cafes","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '11:0-20:0'}"
160227,qIXCJBfDIXvMC37-oUxVOA,BrickStone Cafe,66 Broad St NW,Atlanta,GA,30303,33.7559515,-84.389421,4.0,57,1,"{'NoiseLevel': ""'average'"", 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': None}"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True'}","Italian, Bakeries, Cafes, Soup, Restaurants, Sandwiches, Salad, Food, Coffee & Tea","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-17:0'}"
160243,AKFN4y2xmErViG8eJJ3NOw,Buen Café Latin Food,103 Ambersweet Way,Davenport,FL,33897,28.3135038,-81.6695842,4.0,22,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Puerto Rican, Caribbean, Cafes, Restaurants, Latin American, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-17:0'}"
160249,cLgeNnlyUmt_Dnoz4gYsPg,Raices,14 Lowell St,Peabody,MA,01960,42.5260839,-70.9278989,4.0,5,0,"{'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Cafes, Food",
160305,Je0MNZ6Q9GnFmB5vS6UBhw,Sweet Hut Bakery & Cafe,"5150 Buford Hwy, Ste A-100",Doraville,GA,30340,33.8934068029,-84.2843572865,4.0,994,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'DriveThru': 'False', 'DogsAllowed': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Cafes, Bakeries, Restaurants, Food, Desserts","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
160389,um4x6dIkv8w2a4e0VkRNmA,Rocco's Cucina & Bar,450 Commercial St,Boston,MA,02109,42.36738,-71.0534107325,3.5,164,1,"{'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'True', 'HappyHour': 'False', 'HasTV': 'True', 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'RestaurantsReservations': 'True'}","Beer, Wine & Spirits, Italian, American (Traditional), Cafes, Sports Bars, Breakfast & Brunch, Restaurants, Burgers, Wraps, Nightlife, Food Delivery Services, Pizza, Bars, Food","{'Monday': '14:30-1:30', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-22:0'}"
